pair_id,intervention,mechanism_hint,surrogate,surrogate_category,pathway,hallmark,relation_type,pmid,title,journal,year,study_type,article_score,surrogate_signal,sample_snippet,doi
senolytic_therapies_sasp_panel,Senolytic Therapies,selective elimination of senescent cells to reduce proinflammatory signaling and pathological remodeling,SASP panel,senescence,secretory phenotype,cellular senescence,intervention_to_surrogate,40998022,Pursuing healthy aging and longevity through natural product and stem cell-driven rejuvenation.,Biochemical pharmacology,2025,review,0.55,0.75,Pursuing healthy aging and longevity through natural product and stem cell-driven rejuvenation.. Aging is an inevitable biological process associated with progressive physiological decline and increased disease susceptib,10.1016/j.bcp.2025.117359
senolytic_therapies_sasp_panel,Senolytic Therapies,selective elimination of senescent cells to reduce proinflammatory signaling and pathological remodeling,SASP panel,senescence,secretory phenotype,cellular senescence,intervention_to_surrogate,39858413,The Intersection of Epigenetics and Senolytics in Mechanisms of Aging and Therapeutic Approaches.,Biomolecules,2024,review,0.65,0.85,"The Intersection of Epigenetics and Senolytics in Mechanisms of Aging and Therapeutic Approaches.. The biological process of aging is influenced by a complex interplay of genetic, environmental, and epigenetic factors. R",10.3390/biom15010018
senolytic_therapies_sasp_panel,Senolytic Therapies,selective elimination of senescent cells to reduce proinflammatory signaling and pathological remodeling,SASP panel,senescence,secretory phenotype,cellular senescence,intervention_to_surrogate,37524694,Multiparametric senescent cell phenotyping reveals targets of senolytic therapy in the aged murine skeleton.,Nature communications,2023,preclinical,0.4,0.75,"Multiparametric senescent cell phenotyping reveals targets of senolytic therapy in the aged murine skeleton.. Senescence drives organismal aging, yet the deep characterization of senescent cells in vivo remains incomplet",10.1038/s41467-023-40393-9
senolytic_therapies_p16ink4a_expression,Senolytic Therapies,selective elimination of senescent cells to reduce proinflammatory signaling and pathological remodeling,p16INK4a expression,senescence,cell cycle arrest,cellular senescence,intervention_to_surrogate,40489332,Precision Reprogramming-Restoring Function to Aged Cells.,Cellular reprogramming,2025,preclinical,0.55,0.75,"Precision Reprogramming-Restoring Function to Aged Cells.. Sahu et al. (2024) demonstrate that targeted partial reprogramming with Oct4, Sox2, and Klf4 (OSK) delivered via adeno-associated virus (AAV) to Cdkn2a-positive",10.1089/cell.2025.0018
senolytic_therapies_sasp_panel,Senolytic Therapies,selective elimination of senescent cells to reduce proinflammatory signaling and pathological remodeling,SASP panel,senescence,secretory phenotype,cellular senescence,intervention_to_surrogate,39679454,Navigating the complex role of senescence in liver disease.,Chinese medical journal,2024,review,0.55,0.75,"Navigating the complex role of senescence in liver disease.. Cellular senescence, an irreversible state of cell cycle arrest characterized by phenotypic changes and a specific secretory profile, plays a dual role in live",10.1097/CM9.0000000000003439
senolytic_therapies_sasp_panel,Senolytic Therapies,selective elimination of senescent cells to reduce proinflammatory signaling and pathological remodeling,SASP panel,senescence,secretory phenotype,cellular senescence,intervention_to_surrogate,40011266,Hypoxia-inducible factor and cellular senescence in pulmonary aging and disease.,Biogerontology,2025,review,0.55,0.75,Hypoxia-inducible factor and cellular senescence in pulmonary aging and disease.. Cellular senescence and hypoxia-inducible factor (HIF) signaling are crucial in pulmonary aging and age-related lung diseases such as chro,10.1007/s10522-025-10208-z
sglt_2_inhibitors_hba1c,Sglt-2 Inhibitors,SGLT2 blockade to increase urinary glucose excretion; cardiometabolic and geroprotective relevance in older adults with type 2 diabetes,HbA1c,metabolic,glucose metabolism,deregulated nutrient sensing,intervention_to_surrogate,38925801,"SGLT-2 inhibitors, GLP-1 receptor agonists, and DPP-4 inhibitors and risk of hyperkalemia among people with type 2 diabetes in clinical practice: population based cohort study.",BMJ (Clinical research ed.),2024,clinical_trial,0.75,0.92,"SGLT-2 inhibitors, GLP-1 receptor agonists, and DPP-4 inhibitors and risk of hyperkalemia among people with type 2 diabetes in clinical practice: population based cohort study.. OBJECTIVES: To evaluate the comparative ef",10.1136/bmj-2023-078483
sodium_glucose_cotransporter_2_inhibitors_hba1c,Sodium-Glucose Cotransporter-2 Inhibitors,metabolic modulators; SGLT2 inhibition highlighted as a targeted intervention in aging-related fibrotic disease,HbA1c,metabolic,glucose metabolism,deregulated nutrient sensing,intervention_to_surrogate,29735306,Renoprotective effects of sodium-glucose cotransporter-2 inhibitors.,Kidney international,2018,review,0.6,0.82,"improvements in several cardiovascular and renal risk factors, including HbA1c, blood pressure, weight, renal hyperfiltration, and albuminuria. However, as with other antihyperglycemic dru",10.1016/j.kint.2017.12.027
sodium_glucose_cotransporter_2_inhibitors_met,Sodium-Glucose Cotransporter-2 Inhibitors,metabolic modulators; SGLT2 inhibition highlighted as a targeted intervention in aging-related fibrotic disease,MET,oncology,receptor tyrosine kinase signaling,genomic instability,intervention_to_surrogate,41029336,"Type 2 diabetes, sodium-glucose cotransporter-2 inhibitors and cardiovascular outcomes: real world evidence versus a randomised clinical trial.",Cardiovascular diabetology,2025,preclinical,0.6,0.6,"lations limit their generalizability to real-world practice. Substantial methodological advances now enable robust estimation of absolute risks, risk differences, and continuous on-treat",10.1186/s12933-025-02924-0
tirzepatide_hba1c,Tirzepatide,GLP1: GLP-1/GIP receptor agonist; incretin-based metabolic intervention,HbA1c,metabolic,glucose metabolism,deregulated nutrient sensing,intervention_to_surrogate,34170647,Tirzepatide versus Semaglutide Once Weekly in Patients with Type 2 Diabetes.,The New England journal of medicine,2021,randomized_trial,0.65,0.82,Tirzepatide versus Semaglutide Once Weekly in Patients with Type 2 Diabetes.. BACKGROUND: Tirzepatide is a dual glucose-dependent insulinotropic polypeptide and glucagon-like peptide-1 (GLP-1) receptor agonist that is un,10.1056/NEJMoa2107519
tirzepatide_hba1c,Tirzepatide,GLP1: GLP-1/GIP receptor agonist; incretin-based metabolic intervention,HbA1c,metabolic,glucose metabolism,deregulated nutrient sensing,intervention_to_surrogate,37758044,Comparison of tirzepatide and dulaglutide on major adverse cardiovascular events in participants with type 2 diabetes and atherosclerotic cardiovascular disease: SURPASS-CVOT design and baseline characteristics.,American heart journal,2024,randomized_trial,0.75,0.92,"2 diabetes aged ≥40 years, with established atherosclerotic CV disease, HbA1c ≥7% to ≤10.5%, and body mass index ≥25 kg/m2 were randomized 1:1 to once weekly subcutaneous injection of eit",10.1016/j.ahj.2023.09.007
tirzepatide_crp,Tirzepatide,GLP1: GLP-1/GIP receptor agonist; incretin-based metabolic intervention,CRP,inflammation,inflammation signaling,inflammaging,intervention_to_surrogate,38912654,Tirzepatide for the Treatment of Obstructive Sleep Apnea and Obesity.,The New England journal of medicine,2024,randomized_trial,0.75,0.85,"sleep impairment and disturbance, high-sensitivity C-reactive protein (hsCRP) concentration, and systolic blood pressure. RESULTS: At baseline, the mean AHI was 51.5 events per hour in t",10.1056/NEJMoa2404881
tirzepatide_hba1c,Tirzepatide,GLP1: GLP-1/GIP receptor agonist; incretin-based metabolic intervention,HbA1c,metabolic,glucose metabolism,deregulated nutrient sensing,intervention_to_surrogate,37385275,"Tirzepatide once weekly for the treatment of obesity in people with type 2 diabetes (SURMOUNT-2): a double-blind, randomised, multicentre, placebo-controlled, phase 3 trial.","Lancet (London, England)",2023,randomized_trial,0.75,0.92,"a body-mass index (BMI) of 27 kg/m2 or higher and glycated haemoglobin (HbA1c) of 7-10% (53-86 mmol/mol) were randomly assigned (1:1:1), using a computer-generated random sequence via a v",10.1016/S0140-6736(23)01200-X
tirzepatide_met,Tirzepatide,GLP1: GLP-1/GIP receptor agonist; incretin-based metabolic intervention,MET,oncology,receptor tyrosine kinase signaling,genomic instability,intervention_to_surrogate,37385275,"Tirzepatide once weekly for the treatment of obesity in people with type 2 diabetes (SURMOUNT-2): a double-blind, randomised, multicentre, placebo-controlled, phase 3 trial.","Lancet (London, England)",2023,randomized_trial,0.75,0.7,"for weight management in people living with obesity and type 2 diabetes. METHODS: This phase 3, double-blind, randomised, placebo-controlled trial was conducted in seven countries. Adult",10.1016/S0140-6736(23)01200-X
tirzepatide_met,Tirzepatide,GLP1: GLP-1/GIP receptor agonist; incretin-based metabolic intervention,MET,oncology,receptor tyrosine kinase signaling,genomic instability,intervention_to_surrogate,38856224,Tirzepatide for Metabolic Dysfunction-Associated Steatohepatitis with Liver Fibrosis.,The New England journal of medicine,2024,randomized_trial,0.85,0.6,Tirzepatide for Metabolic Dysfunction-Associated Steatohepatitis with Liver Fibrosis.. BACKGROUND: Metabolic dysfunction-associat,10.1056/NEJMoa2401943
tirzepatide_f2,Tirzepatide,GLP1: GLP-1/GIP receptor agonist; incretin-based metabolic intervention,F2,cardiovascular,coagulation cascade,altered intercellular communication,intervention_to_surrogate,38856224,Tirzepatide for Metabolic Dysfunction-Associated Steatohepatitis with Liver Fibrosis.,The New England journal of medicine,2024,randomized_trial,0.65,0.7,rolled trial involving participants with biopsy-confirmed MASH and stage F2 or F3 (moderate or severe) fibrosis. Participants were randomly assigned to receive once-weekly subcutaneous,10.1056/NEJMoa2401943
tirzepatide_hba1c,Tirzepatide,GLP1: GLP-1/GIP receptor agonist; incretin-based metabolic intervention,HbA1c,metabolic,glucose metabolism,deregulated nutrient sensing,intervention_to_surrogate,41406444,Cardiovascular Outcomes with Tirzepatide versus Dulaglutide in Type 2 Diabetes.,The New England journal of medicine,2025,clinical_trial,0.75,0.92,"Cardiovascular Outcomes with Tirzepatide versus Dulaglutide in Type 2 Diabetes.. BACKGROUND: Tirzepatide, a dual incretin agonist of the glucagon-like peptide-1 and glucose-dependent insulinotropic polypeptide receptors,",10.1056/NEJMoa2505928
tirzepatide_triglycerides,Tirzepatide,GLP1: GLP-1/GIP receptor agonist; incretin-based metabolic intervention,triglycerides,metabolic,lipid metabolism,deregulated nutrient sensing,intervention_to_surrogate,36498958,Tirzepatide: A Systematic Update.,International journal of molecular sciences,2022,meta_analysis,0.65,0.82,"ood pressure and to reduce Low-Density Lipoprotein (LDL) cholesterol and triglycerides. Tirzepatide efficacy and safety were assessed in a phase III SURPASS 1-5 clinical trial program. Recently, t",10.3390/ijms232314631
tirzepatide_hba1c,Tirzepatide,GLP1: GLP-1/GIP receptor agonist; incretin-based metabolic intervention,HbA1c,metabolic,glucose metabolism,deregulated nutrient sensing,intervention_to_surrogate,34186022,"Efficacy and safety of a novel dual GIP and GLP-1 receptor agonist tirzepatide in patients with type 2 diabetes (SURPASS-1): a double-blind, randomised, phase 3 trial.","Lancet (London, England)",2021,randomized_trial,0.75,0.92,"nment. The primary endpoint was the mean change in glycated haemoglobin (HbA1c) from baseline at 40 weeks. This study is registered with ClinicalTrials.gov, NCT03954834. FINDINGS: From Jun",10.1016/S0140-6736(21)01324-6
tirzepatide_met,Tirzepatide,GLP1: GLP-1/GIP receptor agonist; incretin-based metabolic intervention,MET,oncology,receptor tyrosine kinase signaling,genomic instability,intervention_to_surrogate,34186022,"Efficacy and safety of a novel dual GIP and GLP-1 receptor agonist tirzepatide in patients with type 2 diabetes (SURPASS-1): a double-blind, randomised, phase 3 trial.","Lancet (London, England)",2021,randomized_trial,0.75,0.7,"with type 2 diabetes inadequately controlled by diet and exercise alone. METHODS: We did a 40-week, double-blind, randomised, placebo-controlled, phase 3 trial (SURPASS-1), at 52 medical",10.1016/S0140-6736(21)01324-6
tirzepatide_lean_mass,Tirzepatide,GLP1: GLP-1/GIP receptor agonist; incretin-based metabolic intervention,lean mass,body composition,muscle maintenance,stem cell exhaustion,intervention_to_surrogate,39996356,Body composition changes during weight reduction with tirzepatide in the SURMOUNT-1 study of adults with obesity or overweight.,"Diabetes, obesity & metabolism",2025,randomized_trial,0.65,0.67,"d body mass index of 38.0 kg/m2. The change in body weight, fat mass and lean mass from baseline to Week 72 was -21.3%, -33.9% and -10.9% with tirzepatide and -5.3%, -8.2% and -2.6% with place",10.1111/dom.16275
tirzepatide_hba1c,Tirzepatide,GLP1: GLP-1/GIP receptor agonist; incretin-based metabolic intervention,HbA1c,metabolic,glucose metabolism,deregulated nutrient sensing,intervention_to_surrogate,35133415,Effect of Subcutaneous Tirzepatide vs Placebo Added to Titrated Insulin Glargine on Glycemic Control in Patients With Type 2 Diabetes: The SURPASS-5 Randomized Clinical Trial.,JAMA,2022,randomized_trial,0.75,0.92,mary end point was mean change from baseline in glycated hemoglobin A1c (HbA1c) at week 40. The 5 key secondary end points included mean change in body weight and percentage of patients ac,10.1001/jama.2022.0078
urolithin_a_nad_nadh_ratio,Urolithin A,"mitochondrial: Postbiotic geroprotector; activates AMPK and sirtuins, induces autophagy and mitochondrial quality control/mitophagy, with effects on mitochondrial and cardiometabolic function",NAD+ NADH ratio,mitochondrial,redox balance,mitochondrial dysfunction,intervention_to_surrogate,30742114,Mitophagy inhibits amyloid-β and tau pathology and reverses cognitive deficits in models of Alzheimer's disease.,Nature neuroscience,2019,preclinical,0.55,0.63,"Mitophagy inhibits amyloid-β and tau pathology and reverses cognitive deficits in models of Alzheimer's disease.. Accumulation of damaged mitochondria is a hallmark of aging and age-related neurodegeneration, including A",10.1038/s41593-018-0332-9
urolithin_a_pten,Urolithin A,"mitochondrial: Postbiotic geroprotector; activates AMPK and sirtuins, induces autophagy and mitochondrial quality control/mitophagy, with effects on mitochondrial and cardiometabolic function",PTEN,oncology,PI3K AKT mTOR signaling,genomic instability,intervention_to_surrogate,30742114,Mitophagy inhibits amyloid-β and tau pathology and reverses cognitive deficits in models of Alzheimer's disease.,Nature neuroscience,2019,preclinical,0.55,0.55,", urolithin A, and actinonin) reverses memory impairment through PINK-1 (PTEN-induced kinase-1)-, PDR-1 (Parkinson's disease-related-1; parkin)-, or DCT-1 (DAF-16/FOXO-controlled germline",10.1038/s41593-018-0332-9
urolithin_a_crp,Urolithin A,"mitochondrial: Postbiotic geroprotector; activates AMPK and sirtuins, induces autophagy and mitochondrial quality control/mitophagy, with effects on mitochondrial and cardiometabolic function",CRP,inflammation,inflammation signaling,inflammaging,intervention_to_surrogate,35050355,Effect of Urolithin A Supplementation on Muscle Endurance and Mitochondrial Health in Older Adults: A Randomized Clinical Trial.,JAMA network open,2022,randomized_trial,0.9,0.9,Effect of Urolithin A Supplementation on Muscle Endurance and Mitochondrial Health in Older Adults: A Randomized Clinical Trial.. IMPORTANCE: Aging is associated with a decline in mitochondrial function and reduced exerc,10.1001/jamanetworkopen.2021.44279
urolithin_a_atp_production,Urolithin A,"mitochondrial: Postbiotic geroprotector; activates AMPK and sirtuins, induces autophagy and mitochondrial quality control/mitophagy, with effects on mitochondrial and cardiometabolic function",ATP production,mitochondrial,bioenergetics,mitochondrial dysfunction,intervention_to_surrogate,35050355,Effect of Urolithin A Supplementation on Muscle Endurance and Mitochondrial Health in Older Adults: A Randomized Clinical Trial.,JAMA network open,2022,randomized_trial,0.9,0.83,"t baseline, 2 months, and 4 months. Six-minute walk distance and maximal ATP production were assessed using magnetic resonance spectroscopy at baseline and at the end of study at 4 months. The anal",10.1001/jamanetworkopen.2021.44279
urolithin_a_bcl2,Urolithin A,"mitochondrial: Postbiotic geroprotector; activates AMPK and sirtuins, induces autophagy and mitochondrial quality control/mitophagy, with effects on mitochondrial and cardiometabolic function",BCL2,oncology,apoptosis regulation,genomic instability,intervention_to_surrogate,40944367,Urolithin Α modulates inter-organellar communication via calcium-dependent mitophagy to promote healthy ageing.,Autophagy,2025,preclinical,0.55,0.55,bbreviations: Ca2+: calcium ions; BJ: human foreskin fibroblasts; BNIP3: BCL2 interacting protein 3; BP: bipyridyl; CAMK2D: calcium/calmodulin dependent protein kinase II delta; CCCP: car,10.1080/15548627.2025.2561073
urolithin_a_dunedinpace,Urolithin A,"mitochondrial: Postbiotic geroprotector; activates AMPK and sirtuins, induces autophagy and mitochondrial quality control/mitophagy, with effects on mitochondrial and cardiometabolic function",DunedinPACE,epigenetic aging,aging clocks,genomic instability,intervention_to_surrogate,37743489,The effect of polyphenols on DNA methylation-assessed biological age attenuation: the DIRECT PLUS randomized controlled trial.,BMC medicine,2023,randomized_trial,0.8,1.0,"imAge2022), their corresponding age and intrinsic age accelerations, and DunedinPACE, all based on DNA methylation (Illumina EPIC array; pre-specified secondary outcome) for 256 participants wit",10.1186/s12916-023-03067-3
dasatinib_sasp_panel,Dasatinib,senolytic: Senolytic tyrosine kinase inhibitor; commonly studied in combination with quercetin to promote clearance of senescent cells,SASP panel,senescence,secretory phenotype,cellular senescence,intervention_to_surrogate,32686219,Senolytic drugs: from discovery to translation.,Journal of internal medicine,2020,review,0.55,0.75,"Senolytic drugs: from discovery to translation.. Senolytics are a class of drugs that selectively clear senescent cells (SC). The first senolytic drugs Dasatinib, Quercetin, Fisetin and Navitoclax were discovered using a",10.1111/joim.13141
dasatinib_p16ink4a_expression,Dasatinib,senolytic: Senolytic tyrosine kinase inhibitor; commonly studied in combination with quercetin to promote clearance of senescent cells,p16INK4a expression,senescence,cell cycle arrest,cellular senescence,intervention_to_surrogate,30279143,Fisetin is a senotherapeutic that extends health and lifespan.,EBioMedicine,2018,preclinical,0.55,0.75,Fisetin is a senotherapeutic that extends health and lifespan.. BACKGROUND: Senescence is a tumor suppressor mechanism activated in stressed cells to prevent replication of damaged DNA. Senescent cells have been demonstr,10.1016/j.ebiom.2018.09.015
dasatinib_sasp_panel,Dasatinib,senolytic: Senolytic tyrosine kinase inhibitor; commonly studied in combination with quercetin to promote clearance of senescent cells,SASP panel,senescence,secretory phenotype,cellular senescence,intervention_to_surrogate,39349637,Therapeutic targeting of senescent cells in the CNS.,Nature reviews. Drug discovery,2024,review,0.5,0.8,"Therapeutic targeting of senescent cells in the CNS.. Senescent cells accumulate throughout the body with advanced age, diseases and chronic conditions. They negatively impact health and function of multiple systems, inc",10.1038/s41573-024-01033-z
dasatinib_p16ink4a_expression,Dasatinib,senolytic: Senolytic tyrosine kinase inhibitor; commonly studied in combination with quercetin to promote clearance of senescent cells,p16INK4a expression,senescence,cell cycle arrest,cellular senescence,intervention_to_surrogate,28230051,Cellular senescence mediates fibrotic pulmonary disease.,Nature communications,2017,preclinical,0.65,0.85,"Cellular senescence mediates fibrotic pulmonary disease.. Idiopathic pulmonary fibrosis (IPF) is a fatal disease characterized by interstitial remodelling, leading to compromised lung function. Cellular senescence marker",10.1038/ncomms14532
dasatinib_il6,Dasatinib,senolytic: Senolytic tyrosine kinase inhibitor; commonly studied in combination with quercetin to promote clearance of senescent cells,IL6,inflammation,cytokine signaling,inflammaging,intervention_to_surrogate,36637079,"Senolytic drugs, dasatinib and quercetin, attenuate adipose tissue inflammation, and ameliorate metabolic function in old age.",Aging cell,2023,preclinical,0.75,0.8,"Senolytic drugs, dasatinib and quercetin, attenuate adipose tissue inflammation, and ameliorate metabolic function in old age.. Aging results in an elevated burden of senescent cells, senescence-associated secretory phen",10.1111/acel.13767
dasatinib_triglycerides,Dasatinib,senolytic: Senolytic tyrosine kinase inhibitor; commonly studied in combination with quercetin to promote clearance of senescent cells,triglycerides,metabolic,lipid metabolism,deregulated nutrient sensing,intervention_to_surrogate,36637079,"Senolytic drugs, dasatinib and quercetin, attenuate adipose tissue inflammation, and ameliorate metabolic function in old age.",Aging cell,2023,preclinical,0.75,0.87,"ed suppression of plasma NEFAs (p = 0.01), reduced fed and fasted plasma triglycerides (both p ≤ 0.04), and improved systemic lipid tolerance (p = 0.006). Collectively, results from this study sug",10.1111/acel.13767
dasatinib_sasp_panel,Dasatinib,senolytic: Senolytic tyrosine kinase inhibitor; commonly studied in combination with quercetin to promote clearance of senescent cells,SASP panel,senescence,secretory phenotype,cellular senescence,intervention_to_surrogate,36637079,"Senolytic drugs, dasatinib and quercetin, attenuate adipose tissue inflammation, and ameliorate metabolic function in old age.",Aging cell,2023,preclinical,0.75,0.85,"Senolytic drugs, dasatinib and quercetin, attenuate adipose tissue inflammation, and ameliorate metabolic function in old age.. Aging results in an elevated burden of senescent cells, senescence-associated secretory phen",10.1111/acel.13767
dasatinib_p16ink4a_expression,Dasatinib,senolytic: Senolytic tyrosine kinase inhibitor; commonly studied in combination with quercetin to promote clearance of senescent cells,p16INK4a expression,senescence,cell cycle arrest,cellular senescence,intervention_to_surrogate,28608850,Cellular senescence drives age-dependent hepatic steatosis.,Nature communications,2017,preclinical,0.25,0.7,Cellular senescence drives age-dependent hepatic steatosis.. The incidence of non-alcoholic fatty liver disease (NAFLD) increases with age. Cellular senescence refers to a state of irreversible cell-cycle arrest combined,10.1038/ncomms15691
dasatinib_p16ink4a_expression,Dasatinib,senolytic: Senolytic tyrosine kinase inhibitor; commonly studied in combination with quercetin to promote clearance of senescent cells,p16INK4a expression,senescence,cell cycle arrest,cellular senescence,intervention_to_surrogate,30612898,Obesity-Induced Cellular Senescence Drives Anxiety and Impairs Neurogenesis.,Cell metabolism,2019,preclinical,0.4,0.75,"Obesity-Induced Cellular Senescence Drives Anxiety and Impairs Neurogenesis.. Cellular senescence entails a stable cell-cycle arrest and a pro-inflammatory secretory phenotype, which contributes to aging and age-related",10.1016/j.cmet.2018.12.008
dasatinib_sasp_panel,Dasatinib,senolytic: Senolytic tyrosine kinase inhibitor; commonly studied in combination with quercetin to promote clearance of senescent cells,SASP panel,senescence,secretory phenotype,cellular senescence,intervention_to_surrogate,39797437,"Dasatinib and Quercetin Limit Gingival Senescence, Inflammation, and Bone Loss.",Journal of dental research,2025,preclinical,0.75,0.85,"Dasatinib and Quercetin Limit Gingival Senescence, Inflammation, and Bone Loss.. Cellular senescence has emerged as one of the central hallmarks of aging and drivers of chronic comorbidities, including periodontal diseas",10.1177/00220345241299789
dasatinib_il6,Dasatinib,senolytic: Senolytic tyrosine kinase inhibitor; commonly studied in combination with quercetin to promote clearance of senescent cells,IL6,inflammation,cytokine signaling,inflammaging,intervention_to_surrogate,31542391,Senolytics decrease senescent cells in humans: Preliminary report from a clinical trial of Dasatinib plus Quercetin in individuals with diabetic kidney disease.,EBioMedicine,2019,preclinical,0.65,0.7,"Senolytics decrease senescent cells in humans: Preliminary report from a clinical trial of Dasatinib plus Quercetin in individuals with diabetic kidney disease.. BACKGROUND: Senescent cells, which can release factors tha",10.1016/j.ebiom.2019.08.069
dasatinib_p16ink4a_expression,Dasatinib,senolytic: Senolytic tyrosine kinase inhibitor; commonly studied in combination with quercetin to promote clearance of senescent cells,p16INK4a expression,senescence,cell cycle arrest,cellular senescence,intervention_to_surrogate,31542391,Senolytics decrease senescent cells in humans: Preliminary report from a clinical trial of Dasatinib plus Quercetin in individuals with diabetic kidney disease.,EBioMedicine,2019,preclinical,0.65,0.75,"Senolytics decrease senescent cells in humans: Preliminary report from a clinical trial of Dasatinib plus Quercetin in individuals with diabetic kidney disease.. BACKGROUND: Senescent cells, which can release factors tha",10.1016/j.ebiom.2019.08.069
dasatinib_sasp_panel,Dasatinib,senolytic: Senolytic tyrosine kinase inhibitor; commonly studied in combination with quercetin to promote clearance of senescent cells,SASP panel,senescence,secretory phenotype,cellular senescence,intervention_to_surrogate,31542391,Senolytics decrease senescent cells in humans: Preliminary report from a clinical trial of Dasatinib plus Quercetin in individuals with diabetic kidney disease.,EBioMedicine,2019,preclinical,0.65,0.75,"Senolytics decrease senescent cells in humans: Preliminary report from a clinical trial of Dasatinib plus Quercetin in individuals with diabetic kidney disease.. BACKGROUND: Senescent cells, which can release factors tha",10.1016/j.ebiom.2019.08.069
dasatinib_il6,Dasatinib,senolytic: Senolytic tyrosine kinase inhibitor; commonly studied in combination with quercetin to promote clearance of senescent cells,IL6,inflammation,cytokine signaling,inflammaging,intervention_to_surrogate,38176315,"Flavonoid 4,4'-dimethoxychalcone selectively eliminates senescent cells via activating ferritinophagy.",Redox biology,2024,preclinical,0.4,0.7,"Flavonoid 4,4'-dimethoxychalcone selectively eliminates senescent cells via activating ferritinophagy.. Flavonoids are bioactive natural polyphenolic compounds with health benefits, including anti-tumor, anti-inflammator",10.1016/j.redox.2023.103017
dasatinib_sasp_panel,Dasatinib,senolytic: Senolytic tyrosine kinase inhibitor; commonly studied in combination with quercetin to promote clearance of senescent cells,SASP panel,senescence,secretory phenotype,cellular senescence,intervention_to_surrogate,38176315,"Flavonoid 4,4'-dimethoxychalcone selectively eliminates senescent cells via activating ferritinophagy.",Redox biology,2024,preclinical,0.4,0.75,"Flavonoid 4,4'-dimethoxychalcone selectively eliminates senescent cells via activating ferritinophagy.. Flavonoids are bioactive natural polyphenolic compounds with health benefits, including anti-tumor, anti-inflammator",10.1016/j.redox.2023.103017
dasatinib_kit,Dasatinib,senolytic: Senolytic tyrosine kinase inhibitor; commonly studied in combination with quercetin to promote clearance of senescent cells,KIT,oncology,receptor tyrosine kinase signaling,genomic instability,intervention_to_surrogate,20072833,Dasatinib.,Recent results in cancer research. Fortschritte der Krebsforschung. Progres dans les recherches sur le cancer,2010,review,0.45,0.5,"inhibits BCR-ABL and SRC-family kinases (SRC, LCK, YES, FYN), but also c-KIT, PDGFR-alpha and beta, and ephrin receptor kinase.Dasatinib is about 300 times more potent than imatinib in c",10.1007/978-3-642-01222-8_7
dasatinib_sasp_panel,Dasatinib,senolytic: Senolytic tyrosine kinase inhibitor; commonly studied in combination with quercetin to promote clearance of senescent cells,SASP panel,senescence,secretory phenotype,cellular senescence,intervention_to_surrogate,36648735,Increased cellular senescence in doxorubicin-induced murine ovarian injury: effect of senolytics.,GeroScience,2023,preclinical,0.4,0.7,"Increased cellular senescence in doxorubicin-induced murine ovarian injury: effect of senolytics.. Ovarian injury caused by chemotherapy can lead to early menopause, infertility, and even premature senility in female can",10.1007/s11357-023-00728-2
dasatinib_sasp_panel,Dasatinib,senolytic: Senolytic tyrosine kinase inhibitor; commonly studied in combination with quercetin to promote clearance of senescent cells,SASP panel,senescence,secretory phenotype,cellular senescence,intervention_to_surrogate,30616998,"Senolytics in idiopathic pulmonary fibrosis: Results from a first-in-human, open-label, pilot study.",EBioMedicine,2019,randomized_trial,0.8,0.95,"Senolytics in idiopathic pulmonary fibrosis: Results from a first-in-human, open-label, pilot study.. BACKGROUND: Cellular senescence is a key mechanism that drives age-related diseases, but has yet to be targeted therap",10.1016/j.ebiom.2018.12.052
dasatinib_p16ink4a_expression,Dasatinib,senolytic: Senolytic tyrosine kinase inhibitor; commonly studied in combination with quercetin to promote clearance of senescent cells,p16INK4a expression,senescence,cell cycle arrest,cellular senescence,intervention_to_surrogate,33470505,Whole-body senescent cell clearance alleviates age-related brain inflammation and cognitive impairment in mice.,Aging cell,2021,preclinical,0.55,0.75,Whole-body senescent cell clearance alleviates age-related brain inflammation and cognitive impairment in mice.. Cellular senescence is characterized by an irreversible cell cycle arrest and a pro-inflammatory senescence,10.1111/acel.13296
dasatinib_sasp_panel,Dasatinib,senolytic: Senolytic tyrosine kinase inhibitor; commonly studied in combination with quercetin to promote clearance of senescent cells,SASP panel,senescence,secretory phenotype,cellular senescence,intervention_to_surrogate,33470505,Whole-body senescent cell clearance alleviates age-related brain inflammation and cognitive impairment in mice.,Aging cell,2021,preclinical,0.55,0.75,Whole-body senescent cell clearance alleviates age-related brain inflammation and cognitive impairment in mice.. Cellular senescence is characterized by an irreversible cell cycle arrest and a pro-inflammatory senescence,10.1111/acel.13296
dasatinib_il6,Dasatinib,senolytic: Senolytic tyrosine kinase inhibitor; commonly studied in combination with quercetin to promote clearance of senescent cells,IL6,inflammation,cytokine signaling,inflammaging,intervention_to_surrogate,34480023,Long-term treatment with senolytic drugs Dasatinib and Quercetin ameliorates age-dependent intervertebral disc degeneration in mice.,Nature communications,2021,preclinical,0.35,0.65,Long-term treatment with senolytic drugs Dasatinib and Quercetin ameliorates age-dependent intervertebral disc degeneration in mice.. Intervertebral disc degeneration is highly prevalent within the elderly population and,10.1038/s41467-021-25453-2
