triplet_id,split,task_type,anchor_text,positive_id,positive_text,negative_id,negative_text,negative_strategy,target_intervention,target_surrogate
triplet_pair_rapamycin_fasting_insulin,val,query_to_pair,Recommend a surrogate biomarker for Rapamycin with mechanism mTOR inhibition and autophagy focusing on insulin signaling and deregulated nutrient sensing.,pair:rapamycin_fasting_insulin,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: fasting insulin. Biomarker category: metabolic. Pathway: insulin signaling. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.700. Surrogate confidence: 0.610. Literature support: 0.580. Reason: Useful when rapamycin-like effects spill into insulin signaling or metabolic adaptation.,pair:metformin_hba1c,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.880. Literature support: 0.860. Reason: Strong medium-term metabolic surrogate that tracks glycemic response in metformin-like interventions.,same_category,Rapamycin,fasting insulin
triplet_surrogate_rapamycin_fasting_insulin,val,query_to_surrogate,Recommend a surrogate biomarker for Rapamycin with mechanism mTOR inhibition and autophagy focusing on insulin signaling and deregulated nutrient sensing.,surrogate:fasting_insulin,"Surrogate biomarker: fasting insulin. Category: metabolic. Pathways: insulin signaling. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Metformin, Semaglutide, Liraglutide, Acarbose, Empagliflozin, Rapamycin, NMN, Nicotinamide Riboside.",surrogate:hba1c,"Surrogate biomarker: HbA1c. Category: metabolic. Pathways: glucose metabolism. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Semaglutide, Metformin, Liraglutide, Empagliflozin, Acarbose.",same_category,Rapamycin,fasting insulin
triplet_pair_rapamycin_gdf15,val,query_to_pair,Recommend a surrogate biomarker for Rapamycin with mechanism mTOR inhibition and autophagy focusing on integrated stress response and cellular senescence.,pair:rapamycin_gdf15,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: GDF15. Biomarker category: stress response. Pathway: integrated stress response. Aging hallmark: cellular senescence. Evidence score: 0.680. Surrogate confidence: 0.600. Literature support: 0.570. Reason: Stress-response marker that can capture systemic adaptation and tolerability signals.,pair:metformin_gdf15,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: GDF15. Biomarker category: stress response. Pathway: integrated stress response. Aging hallmark: cellular senescence. Evidence score: 0.800. Surrogate confidence: 0.740. Literature support: 0.720. Reason: Mechanistically relevant stress-response biomarker frequently discussed for metformin exposure and response.,same_category,Rapamycin,GDF15
triplet_surrogate_rapamycin_gdf15,val,query_to_surrogate,Recommend a surrogate biomarker for Rapamycin with mechanism mTOR inhibition and autophagy focusing on integrated stress response and cellular senescence.,surrogate:gdf15,"Surrogate biomarker: GDF15. Category: stress response. Pathways: integrated stress response. Aging hallmarks: cellular senescence. Observed across interventions: Metformin, Dasatinib + Quercetin, Fisetin, Rapamycin, Spermidine.",surrogate:sasp_panel,"Surrogate biomarker: SASP panel. Category: senescence. Pathways: secretory phenotype. Aging hallmarks: cellular senescence. Observed across interventions: Dasatinib + Quercetin, Fisetin.",same_hallmark,Rapamycin,GDF15
triplet_pair_resveratrol_crp,train,query_to_pair,Recommend a surrogate biomarker for Resveratrol with mechanism stress-response signaling and metabolic modulation focusing on inflammation signaling and inflammaging.,pair:resveratrol_crp,Drug intervention: Resveratrol. Mechanism: stress-response signaling and metabolic modulation. Recommended surrogate: CRP. Biomarker category: inflammation. Pathway: inflammation signaling. Aging hallmark: inflammaging. Evidence score: 0.740. Surrogate confidence: 0.640. Literature support: 0.670. Reason: Straightforward inflammation surrogate for stress-response modulation.,pair:rapamycin_il6,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.820. Surrogate confidence: 0.710. Literature support: 0.740. Reason: Inflammatory cytokine suited to tracking immunometabolic effects of mTOR inhibition.,same_category,Resveratrol,CRP
triplet_surrogate_resveratrol_crp,train,query_to_surrogate,Recommend a surrogate biomarker for Resveratrol with mechanism stress-response signaling and metabolic modulation focusing on inflammation signaling and inflammaging.,surrogate:crp,"Surrogate biomarker: CRP. Category: inflammation. Pathways: inflammation signaling. Aging hallmarks: inflammaging. Observed across interventions: Rapamycin, Metformin, Resveratrol, Liraglutide, Spermidine, Empagliflozin, Dasatinib + Quercetin, Acarbose.",surrogate:nad_nadh_ratio,"Surrogate biomarker: NAD+ NADH ratio. Category: mitochondrial. Pathways: redox balance. Aging hallmarks: mitochondrial dysfunction. Observed across interventions: Nicotinamide Riboside, NMN.",fallback,Resveratrol,CRP
triplet_pair_resveratrol_il6,train,query_to_pair,Recommend a surrogate biomarker for Resveratrol with mechanism stress-response signaling and metabolic modulation focusing on cytokine signaling and inflammaging.,pair:resveratrol_il6,Drug intervention: Resveratrol. Mechanism: stress-response signaling and metabolic modulation. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.720. Surrogate confidence: 0.620. Literature support: 0.640. Reason: Useful cytokine-level readout for inflammaging claims.,pair:rapamycin_il6,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.820. Surrogate confidence: 0.710. Literature support: 0.740. Reason: Inflammatory cytokine suited to tracking immunometabolic effects of mTOR inhibition.,same_category,Resveratrol,IL6
triplet_surrogate_resveratrol_il6,train,query_to_surrogate,Recommend a surrogate biomarker for Resveratrol with mechanism stress-response signaling and metabolic modulation focusing on cytokine signaling and inflammaging.,surrogate:il6,"Surrogate biomarker: IL6. Category: inflammation. Pathways: cytokine signaling. Aging hallmarks: inflammaging. Observed across interventions: Rapamycin, Dasatinib + Quercetin, Fisetin, Metformin, Resveratrol, Spermidine, Nicotinamide Riboside.",surrogate:nad_nadh_ratio,"Surrogate biomarker: NAD+ NADH ratio. Category: mitochondrial. Pathways: redox balance. Aging hallmarks: mitochondrial dysfunction. Observed across interventions: Nicotinamide Riboside, NMN.",fallback,Resveratrol,IL6
triplet_pair_resveratrol_homa_ir,train,query_to_pair,Recommend a surrogate biomarker for Resveratrol with mechanism stress-response signaling and metabolic modulation focusing on insulin signaling and deregulated nutrient sensing.,pair:resveratrol_homa_ir,Drug intervention: Resveratrol. Mechanism: stress-response signaling and metabolic modulation. Recommended surrogate: HOMA-IR. Biomarker category: metabolic. Pathway: insulin signaling. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.710. Surrogate confidence: 0.640. Literature support: 0.610. Reason: Summarizes insulin-resistance shifts in a single surrogate.,pair:metformin_hba1c,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.880. Literature support: 0.860. Reason: Strong medium-term metabolic surrogate that tracks glycemic response in metformin-like interventions.,same_category,Resveratrol,HOMA-IR
triplet_surrogate_resveratrol_homa_ir,train,query_to_surrogate,Recommend a surrogate biomarker for Resveratrol with mechanism stress-response signaling and metabolic modulation focusing on insulin signaling and deregulated nutrient sensing.,surrogate:homa_ir,"Surrogate biomarker: HOMA-IR. Category: metabolic. Pathways: insulin signaling. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Metformin, Acarbose, Resveratrol.",surrogate:hba1c,"Surrogate biomarker: HbA1c. Category: metabolic. Pathways: glucose metabolism. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Semaglutide, Metformin, Liraglutide, Empagliflozin, Acarbose.",same_category,Resveratrol,HOMA-IR
triplet_pair_resveratrol_tnf_alpha,train,query_to_pair,Recommend a surrogate biomarker for Resveratrol with mechanism stress-response signaling and metabolic modulation focusing on cytokine signaling and inflammaging.,pair:resveratrol_tnf_alpha,Drug intervention: Resveratrol. Mechanism: stress-response signaling and metabolic modulation. Recommended surrogate: TNF-alpha. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.700. Surrogate confidence: 0.600. Literature support: 0.620. Reason: Adds mechanistic depth to anti-inflammatory positioning.,pair:rapamycin_il6,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.820. Surrogate confidence: 0.710. Literature support: 0.740. Reason: Inflammatory cytokine suited to tracking immunometabolic effects of mTOR inhibition.,same_category,Resveratrol,TNF-alpha
triplet_surrogate_resveratrol_tnf_alpha,train,query_to_surrogate,Recommend a surrogate biomarker for Resveratrol with mechanism stress-response signaling and metabolic modulation focusing on cytokine signaling and inflammaging.,surrogate:tnf_alpha,"Surrogate biomarker: TNF-alpha. Category: inflammation. Pathways: cytokine signaling. Aging hallmarks: inflammaging. Observed across interventions: Dasatinib + Quercetin, Fisetin, Resveratrol.",surrogate:nad_nadh_ratio,"Surrogate biomarker: NAD+ NADH ratio. Category: mitochondrial. Pathways: redox balance. Aging hallmarks: mitochondrial dysfunction. Observed across interventions: Nicotinamide Riboside, NMN.",fallback,Resveratrol,TNF-alpha
triplet_pair_resveratrol_fasting_glucose,train,query_to_pair,Recommend a surrogate biomarker for Resveratrol with mechanism stress-response signaling and metabolic modulation focusing on glucose metabolism and deregulated nutrient sensing.,pair:resveratrol_fasting_glucose,Drug intervention: Resveratrol. Mechanism: stress-response signaling and metabolic modulation. Recommended surrogate: fasting glucose. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.690. Surrogate confidence: 0.610. Literature support: 0.600. Reason: Good metabolic readout when resveratrol is framed around insulin sensitivity.,pair:metformin_hba1c,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.880. Literature support: 0.860. Reason: Strong medium-term metabolic surrogate that tracks glycemic response in metformin-like interventions.,same_category,Resveratrol,fasting glucose
triplet_surrogate_resveratrol_fasting_glucose,train,query_to_surrogate,Recommend a surrogate biomarker for Resveratrol with mechanism stress-response signaling and metabolic modulation focusing on glucose metabolism and deregulated nutrient sensing.,surrogate:fasting_glucose,"Surrogate biomarker: fasting glucose. Category: metabolic. Pathways: glucose metabolism. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Semaglutide, Liraglutide, Acarbose, Empagliflozin, Resveratrol.",surrogate:hba1c,"Surrogate biomarker: HbA1c. Category: metabolic. Pathways: glucose metabolism. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Semaglutide, Metformin, Liraglutide, Empagliflozin, Acarbose.",same_category,Resveratrol,fasting glucose
triplet_pair_resveratrol_triglycerides,train,query_to_pair,Recommend a surrogate biomarker for Resveratrol with mechanism stress-response signaling and metabolic modulation focusing on lipid metabolism and deregulated nutrient sensing.,pair:resveratrol_triglycerides,Drug intervention: Resveratrol. Mechanism: stress-response signaling and metabolic modulation. Recommended surrogate: triglycerides. Biomarker category: metabolic. Pathway: lipid metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.680. Surrogate confidence: 0.580. Literature support: 0.590. Reason: Useful lipid readout for broader cardiometabolic benefit.,pair:metformin_hba1c,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.880. Literature support: 0.860. Reason: Strong medium-term metabolic surrogate that tracks glycemic response in metformin-like interventions.,same_category,Resveratrol,triglycerides
triplet_surrogate_resveratrol_triglycerides,train,query_to_surrogate,Recommend a surrogate biomarker for Resveratrol with mechanism stress-response signaling and metabolic modulation focusing on lipid metabolism and deregulated nutrient sensing.,surrogate:triglycerides,"Surrogate biomarker: triglycerides. Category: metabolic. Pathways: lipid metabolism. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Semaglutide, Liraglutide, Acarbose, Resveratrol.",surrogate:hba1c,"Surrogate biomarker: HbA1c. Category: metabolic. Pathways: glucose metabolism. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Semaglutide, Metformin, Liraglutide, Empagliflozin, Acarbose.",same_category,Resveratrol,triglycerides
triplet_pair_semaglutide_hba1c,test,query_to_pair,Recommend a surrogate biomarker for Semaglutide with mechanism GLP-1 receptor agonism and satiety signaling focusing on glucose metabolism and deregulated nutrient sensing.,pair:semaglutide_hba1c,Drug intervention: Semaglutide. Mechanism: GLP-1 receptor agonism and satiety signaling. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.890. Literature support: 0.860. Reason: High-confidence surrogate for metabolic response to GLP-1 receptor agonism.,pair:metformin_hba1c,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.880. Literature support: 0.860. Reason: Strong medium-term metabolic surrogate that tracks glycemic response in metformin-like interventions.,same_category,Semaglutide,HbA1c
triplet_surrogate_semaglutide_hba1c,test,query_to_surrogate,Recommend a surrogate biomarker for Semaglutide with mechanism GLP-1 receptor agonism and satiety signaling focusing on glucose metabolism and deregulated nutrient sensing.,surrogate:hba1c,"Surrogate biomarker: HbA1c. Category: metabolic. Pathways: glucose metabolism. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Semaglutide, Metformin, Liraglutide, Empagliflozin, Acarbose.",surrogate:homa_ir,"Surrogate biomarker: HOMA-IR. Category: metabolic. Pathways: insulin signaling. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Metformin, Acarbose, Resveratrol.",same_category,Semaglutide,HbA1c
triplet_pair_semaglutide_fasting_glucose,test,query_to_pair,Recommend a surrogate biomarker for Semaglutide with mechanism GLP-1 receptor agonism and satiety signaling focusing on glucose metabolism and deregulated nutrient sensing.,pair:semaglutide_fasting_glucose,Drug intervention: Semaglutide. Mechanism: GLP-1 receptor agonism and satiety signaling. Recommended surrogate: fasting glucose. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.870. Surrogate confidence: 0.850. Literature support: 0.820. Reason: Rapid readout of improved glucose regulation.,pair:metformin_hba1c,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.880. Literature support: 0.860. Reason: Strong medium-term metabolic surrogate that tracks glycemic response in metformin-like interventions.,same_category,Semaglutide,fasting glucose
triplet_surrogate_semaglutide_fasting_glucose,test,query_to_surrogate,Recommend a surrogate biomarker for Semaglutide with mechanism GLP-1 receptor agonism and satiety signaling focusing on glucose metabolism and deregulated nutrient sensing.,surrogate:fasting_glucose,"Surrogate biomarker: fasting glucose. Category: metabolic. Pathways: glucose metabolism. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Semaglutide, Liraglutide, Acarbose, Empagliflozin, Resveratrol.",surrogate:homa_ir,"Surrogate biomarker: HOMA-IR. Category: metabolic. Pathways: insulin signaling. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Metformin, Acarbose, Resveratrol.",same_category,Semaglutide,fasting glucose
triplet_pair_semaglutide_body_fat_percentage,test,query_to_pair,Recommend a surrogate biomarker for Semaglutide with mechanism GLP-1 receptor agonism and satiety signaling focusing on energy balance and deregulated nutrient sensing.,pair:semaglutide_body_fat_percentage,Drug intervention: Semaglutide. Mechanism: GLP-1 receptor agonism and satiety signaling. Recommended surrogate: body fat percentage. Biomarker category: body composition. Pathway: energy balance. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.840. Surrogate confidence: 0.780. Literature support: 0.800. Reason: Strong body-composition surrogate consistent with satiety-driven weight reduction.,pair:liraglutide_body_fat_percentage,Drug intervention: Liraglutide. Mechanism: GLP-1 receptor agonism and metabolic regulation. Recommended surrogate: body fat percentage. Biomarker category: body composition. Pathway: energy balance. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.820. Surrogate confidence: 0.750. Literature support: 0.760. Reason: Good demo-friendly surrogate for adiposity reduction over months.,same_category,Semaglutide,body fat percentage
triplet_surrogate_semaglutide_body_fat_percentage,test,query_to_surrogate,Recommend a surrogate biomarker for Semaglutide with mechanism GLP-1 receptor agonism and satiety signaling focusing on energy balance and deregulated nutrient sensing.,surrogate:body_fat_percentage,"Surrogate biomarker: body fat percentage. Category: body composition. Pathways: energy balance. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Semaglutide, Liraglutide, Empagliflozin.",surrogate:homa_ir,"Surrogate biomarker: HOMA-IR. Category: metabolic. Pathways: insulin signaling. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Metformin, Acarbose, Resveratrol.",same_hallmark,Semaglutide,body fat percentage
triplet_pair_semaglutide_fasting_insulin,test,query_to_pair,Recommend a surrogate biomarker for Semaglutide with mechanism GLP-1 receptor agonism and satiety signaling focusing on insulin signaling and deregulated nutrient sensing.,pair:semaglutide_fasting_insulin,Drug intervention: Semaglutide. Mechanism: GLP-1 receptor agonism and satiety signaling. Recommended surrogate: fasting insulin. Biomarker category: metabolic. Pathway: insulin signaling. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.830. Surrogate confidence: 0.800. Literature support: 0.750. Reason: Captures improved insulin sensitivity and lower insulin demand.,pair:metformin_hba1c,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.880. Literature support: 0.860. Reason: Strong medium-term metabolic surrogate that tracks glycemic response in metformin-like interventions.,same_category,Semaglutide,fasting insulin
triplet_surrogate_semaglutide_fasting_insulin,test,query_to_surrogate,Recommend a surrogate biomarker for Semaglutide with mechanism GLP-1 receptor agonism and satiety signaling focusing on insulin signaling and deregulated nutrient sensing.,surrogate:fasting_insulin,"Surrogate biomarker: fasting insulin. Category: metabolic. Pathways: insulin signaling. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Metformin, Semaglutide, Liraglutide, Acarbose, Empagliflozin, Rapamycin, NMN, Nicotinamide Riboside.",surrogate:homa_ir,"Surrogate biomarker: HOMA-IR. Category: metabolic. Pathways: insulin signaling. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Metformin, Acarbose, Resveratrol.",same_category,Semaglutide,fasting insulin
triplet_pair_semaglutide_triglycerides,test,query_to_pair,Recommend a surrogate biomarker for Semaglutide with mechanism GLP-1 receptor agonism and satiety signaling focusing on lipid metabolism and deregulated nutrient sensing.,pair:semaglutide_triglycerides,Drug intervention: Semaglutide. Mechanism: GLP-1 receptor agonism and satiety signaling. Recommended surrogate: triglycerides. Biomarker category: metabolic. Pathway: lipid metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.790. Surrogate confidence: 0.700. Literature support: 0.720. Reason: Useful cardiometabolic surrogate beyond glycemia alone.,pair:metformin_hba1c,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.880. Literature support: 0.860. Reason: Strong medium-term metabolic surrogate that tracks glycemic response in metformin-like interventions.,same_category,Semaglutide,triglycerides
triplet_surrogate_semaglutide_triglycerides,test,query_to_surrogate,Recommend a surrogate biomarker for Semaglutide with mechanism GLP-1 receptor agonism and satiety signaling focusing on lipid metabolism and deregulated nutrient sensing.,surrogate:triglycerides,"Surrogate biomarker: triglycerides. Category: metabolic. Pathways: lipid metabolism. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Semaglutide, Liraglutide, Acarbose, Resveratrol.",surrogate:homa_ir,"Surrogate biomarker: HOMA-IR. Category: metabolic. Pathways: insulin signaling. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Metformin, Acarbose, Resveratrol.",same_category,Semaglutide,triglycerides
triplet_pair_semaglutide_ldl_c,test,query_to_pair,Recommend a surrogate biomarker for Semaglutide with mechanism GLP-1 receptor agonism and satiety signaling focusing on lipid metabolism and deregulated nutrient sensing.,pair:semaglutide_ldl_c,Drug intervention: Semaglutide. Mechanism: GLP-1 receptor agonism and satiety signaling. Recommended surrogate: LDL-C. Biomarker category: metabolic. Pathway: lipid metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.730. Surrogate confidence: 0.630. Literature support: 0.670. Reason: Relevant when positioning semaglutide-like compounds in cardiometabolic aging.,pair:metformin_hba1c,Drug intervention: Metformin. Mechanism: AMPK activation and glucose homeostasis. Recommended surrogate: HbA1c. Biomarker category: metabolic. Pathway: glucose metabolism. Aging hallmark: deregulated nutrient sensing. Evidence score: 0.900. Surrogate confidence: 0.880. Literature support: 0.860. Reason: Strong medium-term metabolic surrogate that tracks glycemic response in metformin-like interventions.,same_category,Semaglutide,LDL-C
triplet_surrogate_semaglutide_ldl_c,test,query_to_surrogate,Recommend a surrogate biomarker for Semaglutide with mechanism GLP-1 receptor agonism and satiety signaling focusing on lipid metabolism and deregulated nutrient sensing.,surrogate:ldl_c,Surrogate biomarker: LDL-C. Category: metabolic. Pathways: lipid metabolism. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Semaglutide.,surrogate:homa_ir,"Surrogate biomarker: HOMA-IR. Category: metabolic. Pathways: insulin signaling. Aging hallmarks: deregulated nutrient sensing. Observed across interventions: Metformin, Acarbose, Resveratrol.",same_category,Semaglutide,LDL-C
triplet_pair_spermidine_epigenetic_clock,train,query_to_pair,Recommend a surrogate biomarker for Spermidine with mechanism autophagy induction and cellular maintenance focusing on aging clocks and genomic instability.,pair:spermidine_epigenetic_clock,Drug intervention: Spermidine. Mechanism: autophagy induction and cellular maintenance. Recommended surrogate: epigenetic clock. Biomarker category: epigenetic aging. Pathway: aging clocks. Aging hallmark: genomic instability. Evidence score: 0.760. Surrogate confidence: 0.780. Literature support: 0.600. Reason: Useful high-level aging surrogate for autophagy-focused interventions.,pair:rapamycin_epigenetic_clock,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: epigenetic clock. Biomarker category: epigenetic aging. Pathway: aging clocks. Aging hallmark: genomic instability. Evidence score: 0.760. Surrogate confidence: 0.800. Literature support: 0.620. Reason: Longer-horizon systems-level surrogate for biological age modulation.,same_category,Spermidine,epigenetic clock
triplet_surrogate_spermidine_epigenetic_clock,train,query_to_surrogate,Recommend a surrogate biomarker for Spermidine with mechanism autophagy induction and cellular maintenance focusing on aging clocks and genomic instability.,surrogate:epigenetic_clock,"Surrogate biomarker: epigenetic clock. Category: epigenetic aging. Pathways: aging clocks. Aging hallmarks: genomic instability. Observed across interventions: Rapamycin, Spermidine, NMN.",surrogate:nad_nadh_ratio,"Surrogate biomarker: NAD+ NADH ratio. Category: mitochondrial. Pathways: redox balance. Aging hallmarks: mitochondrial dysfunction. Observed across interventions: Nicotinamide Riboside, NMN.",fallback,Spermidine,epigenetic clock
triplet_pair_spermidine_crp,train,query_to_pair,Recommend a surrogate biomarker for Spermidine with mechanism autophagy induction and cellular maintenance focusing on inflammation signaling and inflammaging.,pair:spermidine_crp,Drug intervention: Spermidine. Mechanism: autophagy induction and cellular maintenance. Recommended surrogate: CRP. Biomarker category: inflammation. Pathway: inflammation signaling. Aging hallmark: inflammaging. Evidence score: 0.700. Surrogate confidence: 0.610. Literature support: 0.600. Reason: Inflammation readout aligned with healthier systemic aging trajectories.,pair:rapamycin_il6,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.820. Surrogate confidence: 0.710. Literature support: 0.740. Reason: Inflammatory cytokine suited to tracking immunometabolic effects of mTOR inhibition.,same_category,Spermidine,CRP
triplet_surrogate_spermidine_crp,train,query_to_surrogate,Recommend a surrogate biomarker for Spermidine with mechanism autophagy induction and cellular maintenance focusing on inflammation signaling and inflammaging.,surrogate:crp,"Surrogate biomarker: CRP. Category: inflammation. Pathways: inflammation signaling. Aging hallmarks: inflammaging. Observed across interventions: Rapamycin, Metformin, Resveratrol, Liraglutide, Spermidine, Empagliflozin, Dasatinib + Quercetin, Acarbose.",surrogate:tnf_alpha,"Surrogate biomarker: TNF-alpha. Category: inflammation. Pathways: cytokine signaling. Aging hallmarks: inflammaging. Observed across interventions: Dasatinib + Quercetin, Fisetin, Resveratrol.",same_category,Spermidine,CRP
triplet_pair_spermidine_il6,train,query_to_pair,Recommend a surrogate biomarker for Spermidine with mechanism autophagy induction and cellular maintenance focusing on cytokine signaling and inflammaging.,pair:spermidine_il6,Drug intervention: Spermidine. Mechanism: autophagy induction and cellular maintenance. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.680. Surrogate confidence: 0.590. Literature support: 0.580. Reason: Pairs well with CRP for inflammaging-aware reasoning.,pair:rapamycin_il6,Drug intervention: Rapamycin. Mechanism: mTOR inhibition and autophagy. Recommended surrogate: IL6. Biomarker category: inflammation. Pathway: cytokine signaling. Aging hallmark: inflammaging. Evidence score: 0.820. Surrogate confidence: 0.710. Literature support: 0.740. Reason: Inflammatory cytokine suited to tracking immunometabolic effects of mTOR inhibition.,same_category,Spermidine,IL6
triplet_surrogate_spermidine_il6,train,query_to_surrogate,Recommend a surrogate biomarker for Spermidine with mechanism autophagy induction and cellular maintenance focusing on cytokine signaling and inflammaging.,surrogate:il6,"Surrogate biomarker: IL6. Category: inflammation. Pathways: cytokine signaling. Aging hallmarks: inflammaging. Observed across interventions: Rapamycin, Dasatinib + Quercetin, Fisetin, Metformin, Resveratrol, Spermidine, Nicotinamide Riboside.",surrogate:tnf_alpha,"Surrogate biomarker: TNF-alpha. Category: inflammation. Pathways: cytokine signaling. Aging hallmarks: inflammaging. Observed across interventions: Dasatinib + Quercetin, Fisetin, Resveratrol.",same_category,Spermidine,IL6
triplet_pair_spermidine_mtdna_copy_number,train,query_to_pair,Recommend a surrogate biomarker for Spermidine with mechanism autophagy induction and cellular maintenance focusing on mitochondrial maintenance and mitochondrial dysfunction.,pair:spermidine_mtdna_copy_number,Drug intervention: Spermidine. Mechanism: autophagy induction and cellular maintenance. Recommended surrogate: mtDNA copy number. Biomarker category: mitochondrial. Pathway: mitochondrial maintenance. Aging hallmark: mitochondrial dysfunction. Evidence score: 0.670. Surrogate confidence: 0.570. Literature support: 0.540. Reason: Supports the cellular-maintenance and mitochondrial-quality narrative.,pair:nicotinamide_riboside_nad_nadh_ratio,Drug intervention: Nicotinamide Riboside. Mechanism: NAD+ precursor supporting mitochondrial energetics. Recommended surrogate: NAD+ NADH ratio. Biomarker category: mitochondrial. Pathway: redox balance. Aging hallmark: mitochondrial dysfunction. Evidence score: 0.890. Surrogate confidence: 0.810. Literature support: 0.770. Reason: Closest mechanistic surrogate to the intended NAD-boosting effect.,same_category,Spermidine,mtDNA copy number
